region,supplysector,subsector0,subsector,technology,year,ghg,emiss.coef
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
SD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
TN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
TN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
TX,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
TX,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
UT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
UT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
VA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
VA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
VT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
VT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,PM2.5,0.0696
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
WY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,PM2.5,0.0696
WY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,PM2.5,0.0696
WY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,PM2.5,0.0696
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,SO2_1,0.00645
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,SO2_1,0.00645
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,SO2_1,0.00645
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,SO2_1,0.00645
