region,supplysector,subsector0,subsector,technology,year,ghg,emiss.coef
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AR,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AZ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
AZ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
CA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
CA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
CO,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
CO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
CT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
CT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
DC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
DC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
DE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
DE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
FL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
FL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
GA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
GA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
HI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
HI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
IA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
IA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
ID,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
ID,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
IL,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
IL,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
IN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
IN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
KS,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
KS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
KY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
KY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
LA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
LA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MD,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MD,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
ME,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
ME,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MN,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MN,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MN,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MN,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MO,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MO,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MO,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MO,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MS,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MS,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MT,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MT,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MT,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
MT,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
ND,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
ND,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NE,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NE,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NJ,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NJ,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NM,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NM,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NV,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NV,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NY,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
NY,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
OH,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
OH,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
OK,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
OK,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
OR,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
OR,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
PA,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
PA,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
RI,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
RI,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
SC,base load generation,coal,coal_base_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (seawater),2020,BC,4.18E-04
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (recirculating),2020,BC,4.18E-04
SC,intermediate generation,coal,coal_int_IGCC,coal (IGCC) (dry cooling),2020,BC,4.18E-04
SD,base load generation,coal,coal_base_IGCC,coal (IGCC) (once through),2020,BC,4.18E-04
