sector,subsector,technology,ghg,GCAM_Sector,GCAM_Sector_1,EIS Sector,Source Description,SCC LEVEL 1,SCC LEVEL 2
Beef,Mixed,FeedCrops,NMVOC_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,FodderHerb_Residue,NMVOC_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,Pasture_FodderGrass,NMVOC_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Pastoral,Pasture_FodderGrass,NMVOC_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,Scavenging_Other,NMVOC_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,FeedCrops,NH3_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,FodderHerb_Residue,NH3_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,Pasture_FodderGrass,NH3_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Pastoral,Pasture_FodderGrass,NH3_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Beef,Mixed,Scavenging_Other,NH3_AGR,Agriculture,Beef,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Corn,CornC4_ArkWhtRedR,CornC4_ArkWhtRedR_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_ArkWhtRedR,CornC4_ArkWhtRedR_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_ArkWhtRedR,CornC4_ArkWhtRedR_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_ArkWhtRedR,CornC4_ArkWhtRedR_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_California,CornC4_California_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_California,CornC4_California_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_California,CornC4_California_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_California,CornC4_California_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_Caribbean,CornC4_Caribbean_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_Caribbean,CornC4_Caribbean_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_FraserR,CornC4_FraserR_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_FraserR,CornC4_FraserR_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_FraserR,CornC4_FraserR_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_FraserR,CornC4_FraserR_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatBasin,CornC4_GreatBasin_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatBasin,CornC4_GreatBasin_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatBasin,CornC4_GreatBasin_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatBasin,CornC4_GreatBasin_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatLakes,CornC4_GreatLakes_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatLakes,CornC4_GreatLakes_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatLakes,CornC4_GreatLakes_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_GreatLakes,CornC4_GreatLakes_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MexCstNW,CornC4_MexCstNW_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MexCstNW,CornC4_MexCstNW_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissouriR,CornC4_MissouriR_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissouriR,CornC4_MissouriR_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissouriR,CornC4_MissouriR_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissouriR,CornC4_MissouriR_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRN,CornC4_MissppRN_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRN,CornC4_MissppRN_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRN,CornC4_MissppRN_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRN,CornC4_MissppRN_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRS,CornC4_MissppRS_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRS,CornC4_MissppRS_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRS,CornC4_MissppRS_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_MissppRS,CornC4_MissppRS_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_NelsonR,CornC4_NelsonR_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_NelsonR,CornC4_NelsonR_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_NelsonR,CornC4_NelsonR_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_NelsonR,CornC4_NelsonR_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_OhioR,CornC4_OhioR_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_OhioR,CornC4_OhioR_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_OhioR,CornC4_OhioR_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_OhioR,CornC4_OhioR_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_RioGrande,CornC4_RioGrande_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_RioGrande,CornC4_RioGrande_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_RioGrande,CornC4_RioGrande_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_RioGrande,CornC4_RioGrande_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TennR,CornC4_TennR_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TennR,CornC4_TennR_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TennR,CornC4_TennR_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TennR,CornC4_TennR_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TexasCst,CornC4_TexasCst_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TexasCst,CornC4_TexasCst_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TexasCst,CornC4_TexasCst_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_TexasCst,CornC4_TexasCst_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRN,CornC4_UsaColoRN_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRN,CornC4_UsaColoRN_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRN,CornC4_UsaColoRN_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRN,CornC4_UsaColoRN_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRS,CornC4_UsaColoRS_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRS,CornC4_UsaColoRS_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRS,CornC4_UsaColoRS_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaColoRS,CornC4_UsaColoRS_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstE,CornC4_UsaCstE_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstE,CornC4_UsaCstE_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstE,CornC4_UsaCstE_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstE,CornC4_UsaCstE_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstNE,CornC4_UsaCstNE_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstNE,CornC4_UsaCstNE_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstNE,CornC4_UsaCstNE_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstNE,CornC4_UsaCstNE_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstSE,CornC4_UsaCstSE_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstSE,CornC4_UsaCstSE_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstSE,CornC4_UsaCstSE_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaCstSE,CornC4_UsaCstSE_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaPacNW,CornC4_UsaPacNW_IRR_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaPacNW,CornC4_UsaPacNW_IRR_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaPacNW,CornC4_UsaPacNW_RFD_hi,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Corn,CornC4_UsaPacNW,CornC4_UsaPacNW_RFD_lo,NOx_AGR,Agriculture,Corn,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
Dairy,Mixed,FeedCrops,NMVOC_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,FodderHerb_Residue,NMVOC_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,Pasture_FodderGrass,NMVOC_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Pastoral,Pasture_FodderGrass,NMVOC_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,Scavenging_Other,NMVOC_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,FeedCrops,NH3_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,FodderHerb_Residue,NH3_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,Pasture_FodderGrass,NH3_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Pastoral,Pasture_FodderGrass,NH3_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
Dairy,Mixed,Scavenging_Other,NH3_AGR,Agriculture,Dairy,Agriculture - Livestock Waste,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Livestock
FiberCrop,FiberCrop_ArkWhtRedR,FiberCrop_ArkWhtRedR_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_ArkWhtRedR,FiberCrop_ArkWhtRedR_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_ArkWhtRedR,FiberCrop_ArkWhtRedR_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_ArkWhtRedR,FiberCrop_ArkWhtRedR_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_California,FiberCrop_California_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_California,FiberCrop_California_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_California,FiberCrop_California_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_California,FiberCrop_California_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MexCstNW,FiberCrop_MexCstNW_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MexCstNW,FiberCrop_MexCstNW_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MexCstNW,FiberCrop_MexCstNW_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MexCstNW,FiberCrop_MexCstNW_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissouriR,FiberCrop_MissouriR_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissouriR,FiberCrop_MissouriR_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissouriR,FiberCrop_MissouriR_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissouriR,FiberCrop_MissouriR_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRN,FiberCrop_MissppRN_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRN,FiberCrop_MissppRN_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRN,FiberCrop_MissppRN_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRN,FiberCrop_MissppRN_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRS,FiberCrop_MissppRS_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRS,FiberCrop_MissppRS_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRS,FiberCrop_MissppRS_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_MissppRS,FiberCrop_MissppRS_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_OhioR,FiberCrop_OhioR_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_OhioR,FiberCrop_OhioR_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_OhioR,FiberCrop_OhioR_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_OhioR,FiberCrop_OhioR_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_RioGrande,FiberCrop_RioGrande_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_RioGrande,FiberCrop_RioGrande_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_RioGrande,FiberCrop_RioGrande_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_RioGrande,FiberCrop_RioGrande_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_TennR,FiberCrop_TennR_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_TennR,FiberCrop_TennR_IRR_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_TennR,FiberCrop_TennR_RFD_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_TennR,FiberCrop_TennR_RFD_lo,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
FiberCrop,FiberCrop_TexasCst,FiberCrop_TexasCst_IRR_hi,NOx_AGR,Agriculture,FiberCrop,Mobile - Non-Road Equipment - Diesel,Nonroad,Mobile Sources,Off-highway Vehicle Diesel
