sector,subsector,technology,ghg,GCAM_Sector,GCAM_Sector_1,EIS Sector,Source Description,SCC LEVEL 1,SCC LEVEL 2
MiscCrop,MiscCropTree_UsaColoRN,MiscCropTree_UsaColoRN_RFD_lo,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaColoRS,MiscCropTree_UsaColoRS_RFD_hi,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaColoRS,MiscCropTree_UsaColoRS_RFD_lo,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaCstE,MiscCropTree_UsaCstE_RFD_hi,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaCstE,MiscCropTree_UsaCstE_RFD_lo,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaCstNE,MiscCropTree_UsaCstNE_RFD_hi,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaCstNE,MiscCropTree_UsaCstNE_RFD_lo,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaCstSE,MiscCropTree_UsaCstSE_RFD_hi,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaCstSE,MiscCropTree_UsaCstSE_RFD_lo,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaPacNW,MiscCropTree_UsaPacNW_RFD_hi,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
MiscCrop,MiscCropTree_UsaPacNW,MiscCropTree_UsaPacNW_RFD_lo,NH3_AGR,Agriculture,MiscCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_ArkWhtRedR,NutsSeeds_ArkWhtRedR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_ArkWhtRedR,NutsSeeds_ArkWhtRedR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_ArkWhtRedR,NutsSeeds_ArkWhtRedR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_ArkWhtRedR,NutsSeeds_ArkWhtRedR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_MissppRS,NutsSeeds_MissppRS_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_MissppRS,NutsSeeds_MissppRS_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_MissppRS,NutsSeeds_MissppRS_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_MissppRS,NutsSeeds_MissppRS_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_OhioR,NutsSeeds_OhioR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_OhioR,NutsSeeds_OhioR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_RioGrande,NutsSeeds_RioGrande_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_RioGrande,NutsSeeds_RioGrande_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_RioGrande,NutsSeeds_RioGrande_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_RioGrande,NutsSeeds_RioGrande_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_TennR,NutsSeeds_TennR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_TennR,NutsSeeds_TennR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_TexasCst,NutsSeeds_TexasCst_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_TexasCst,NutsSeeds_TexasCst_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_TexasCst,NutsSeeds_TexasCst_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_TexasCst,NutsSeeds_TexasCst_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstE,NutsSeeds_UsaCstE_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstE,NutsSeeds_UsaCstE_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstE,NutsSeeds_UsaCstE_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstE,NutsSeeds_UsaCstE_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstSE,NutsSeeds_UsaCstSE_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstSE,NutsSeeds_UsaCstSE_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstSE,NutsSeeds_UsaCstSE_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeeds_UsaCstSE,NutsSeeds_UsaCstSE_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_ArkWhtRedR,NutsSeedsTree_ArkWhtRedR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_ArkWhtRedR,NutsSeedsTree_ArkWhtRedR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_ArkWhtRedR,NutsSeedsTree_ArkWhtRedR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_ArkWhtRedR,NutsSeedsTree_ArkWhtRedR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_California,NutsSeedsTree_California_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_California,NutsSeedsTree_California_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_California,NutsSeedsTree_California_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_California,NutsSeedsTree_California_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_FraserR,NutsSeedsTree_FraserR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_FraserR,NutsSeedsTree_FraserR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_FraserR,NutsSeedsTree_FraserR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_FraserR,NutsSeedsTree_FraserR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatBasin,NutsSeedsTree_GreatBasin_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatBasin,NutsSeedsTree_GreatBasin_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatBasin,NutsSeedsTree_GreatBasin_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatBasin,NutsSeedsTree_GreatBasin_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatLakes,NutsSeedsTree_GreatLakes_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatLakes,NutsSeedsTree_GreatLakes_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatLakes,NutsSeedsTree_GreatLakes_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_GreatLakes,NutsSeedsTree_GreatLakes_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MexCstNW,NutsSeedsTree_MexCstNW_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MexCstNW,NutsSeedsTree_MexCstNW_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissouriR,NutsSeedsTree_MissouriR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissouriR,NutsSeedsTree_MissouriR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissouriR,NutsSeedsTree_MissouriR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissouriR,NutsSeedsTree_MissouriR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRN,NutsSeedsTree_MissppRN_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRN,NutsSeedsTree_MissppRN_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRN,NutsSeedsTree_MissppRN_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRN,NutsSeedsTree_MissppRN_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRS,NutsSeedsTree_MissppRS_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRS,NutsSeedsTree_MissppRS_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRS,NutsSeedsTree_MissppRS_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_MissppRS,NutsSeedsTree_MissppRS_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_NelsonR,NutsSeedsTree_NelsonR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_NelsonR,NutsSeedsTree_NelsonR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_NelsonR,NutsSeedsTree_NelsonR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_NelsonR,NutsSeedsTree_NelsonR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_OhioR,NutsSeedsTree_OhioR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_OhioR,NutsSeedsTree_OhioR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_OhioR,NutsSeedsTree_OhioR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_OhioR,NutsSeedsTree_OhioR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_RioGrande,NutsSeedsTree_RioGrande_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_RioGrande,NutsSeedsTree_RioGrande_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_RioGrande,NutsSeedsTree_RioGrande_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_RioGrande,NutsSeedsTree_RioGrande_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TennR,NutsSeedsTree_TennR_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TennR,NutsSeedsTree_TennR_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TennR,NutsSeedsTree_TennR_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TennR,NutsSeedsTree_TennR_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TexasCst,NutsSeedsTree_TexasCst_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TexasCst,NutsSeedsTree_TexasCst_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TexasCst,NutsSeedsTree_TexasCst_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_TexasCst,NutsSeedsTree_TexasCst_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRN,NutsSeedsTree_UsaColoRN_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRN,NutsSeedsTree_UsaColoRN_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRN,NutsSeedsTree_UsaColoRN_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRN,NutsSeedsTree_UsaColoRN_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRS,NutsSeedsTree_UsaColoRS_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRS,NutsSeedsTree_UsaColoRS_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRS,NutsSeedsTree_UsaColoRS_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaColoRS,NutsSeedsTree_UsaColoRS_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstE,NutsSeedsTree_UsaCstE_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstE,NutsSeedsTree_UsaCstE_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstE,NutsSeedsTree_UsaCstE_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstE,NutsSeedsTree_UsaCstE_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstNE,NutsSeedsTree_UsaCstNE_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstNE,NutsSeedsTree_UsaCstNE_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstNE,NutsSeedsTree_UsaCstNE_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstNE,NutsSeedsTree_UsaCstNE_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstSE,NutsSeedsTree_UsaCstSE_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstSE,NutsSeedsTree_UsaCstSE_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstSE,NutsSeedsTree_UsaCstSE_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaCstSE,NutsSeedsTree_UsaCstSE_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaPacNW,NutsSeedsTree_UsaPacNW_IRR_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaPacNW,NutsSeedsTree_UsaPacNW_IRR_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaPacNW,NutsSeedsTree_UsaPacNW_RFD_hi,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
NutsSeeds,NutsSeedsTree_UsaPacNW,NutsSeedsTree_UsaPacNW_RFD_lo,NH3_AGR,Agriculture,NutsSeeds,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
OilCrop,OilCrop_ArkWhtRedR,OilCrop_ArkWhtRedR_IRR_hi,NH3_AGR,Agriculture,OilCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
OilCrop,OilCrop_ArkWhtRedR,OilCrop_ArkWhtRedR_IRR_lo,NH3_AGR,Agriculture,OilCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
OilCrop,OilCrop_ArkWhtRedR,OilCrop_ArkWhtRedR_RFD_hi,NH3_AGR,Agriculture,OilCrop,Agriculture - Fertilizer Application,Nonpoint,Miscellaneous Area Sources,Agriculture Production - Crops
